Rosen Apotheke ;Invalidenstraße;4;34385;Bad Karlshafen;;
Adler Apotheke ;Rotenbergstraße;4;37197;Hattorf am Harz;;
Spitzweg Apotheke am E-Center  ;Amtsgarten;4;38154;Königslutter;;
Hof Apotheke ;Schuhstraße;4;38100;Braunschweig;;
Igel Apotheke ;Helmstedter Straße;4;38368;Grasleben;;
Ulrici Apotheke ;Neue Straße;4;38100;Braunschweig;;
Apotheke Hondelage ;Ackerweg;4;38108;Braunschweig;;
Laurentius-Apotheke ;Marktstraße;4;37434;Gieboldehausen;;
Adler Apotheke ;Saarstraße;4;38440;Wolfsburg;;
Katharinen Apotheke ;Eckhardtstraße;4;31089;Duingen;;
Linden Apotheke Thiede;Am Sternkamp;4;38239;Salzgitter;;
Rats Apotheke ;Am Markt;4;38154;Königslutter am Elm;;
Fredener Apotheke ;Winzenburger Straße;4;31084;Freden (Leine);;
Post  Apotheke ;Astfelder Straße;4;38640;Goslar;;
Heide Apotheke Westerbeck;Kleine Dorfstraße;4;38524;Sassenburg;;
Wiwa-Apotheke ;Astfelder Straße;4;38640;Goslar;;
Apotheke am Schlosssee ;Zur Allerwelle;4;38518;Gifhorn;;
Medicus Apotheke ;Lessingplatz;4;38304;Wolfenbüttel;;
Apotheke Gross-Schneen ;Landstraße;4;37133;Friedland;;
City-Apotheke ;Badestube;4;36251;Bad Hersfeld;;
Grimmelhof Apotheke ;Grimmelallee;4;99734;Nordhausen;;
Wehretal Apotheke ;Langenhainerstraße;4;37287;Wehretal;;
Rathaus Apotheke ;Marktplatz;4;34225;Baunatal;;
Rathaus Apotheke ;Rathausplatz;4;34246;Vellmar;;
Forellen-Apotheke ;Am Bürgerhaus;4;34277;Fuldabrück;;
Rats Apotheke ;Markt;4;99955;Bad Tennstedt;;
Rats-Apotheke ;Langer Damm;4;99631;Weißensee;;
Schwan-Apotheke ;Werrastraße;4;99837;Berka /Werra;;
Brunnen-Apotheke ;Landgrafenstraße;4;37242;Bad Sooden-Allendorf;;
Bahnhof Apotheke  ;Bahnhofstraße;4;34346;Hann. Münden;;
Apotheke am Tor ;Am Tor;4;34582;Borken (Hessen);;
Petri-Apotheke ;Heinrich-Warnecke-Straße;4;37081;Göttingen;;
Ahorn-Apotheke ;Raiffeisenstraße;4;34233;Fuldatal;;
Apotheke Wellerode ;Untere Hamböhlstraße;4;34320;Söhrewald;;
Apotheke am Rosengarten ;Dr. Robert-Koch-Straße;4;99734;Nordhausen;;
Apotheke  Am Wall ;Groner-Tor-Straße;4;37073;Göttingen;;
Kloster-Apotheke ;Plan;4;99831;Creuzburg;;
Stern Apotheke Dr. Bernd Adam;Schimmelpfengstraße;4;34613;Schwalmstadt;;
Turm Apotheke ;Triftstraße;4;37327;Leinefeld-Worbis;;
Apotheke Neue Evinger Mitte ;Deutsche Straße;4;44339;Dortmund;;
Alte Apotheke Werne;Am Heerbusch;4;44894;Bochum;;
Adler Apotheke ;Markt;4;44137;Dortmund;;
Hainberg Apotheke ;Steinhügel;4;58455;Witten;;
Offers Apotheke ;Nedderstraße;4;42551;Velbert;;
Naturzeit Apotheke ;Marktplatz Ickern;4;44581;Castrop-Rauxel;;
See Apotheke am Rathaus der Medizin;Wittener Straße;4;58456;Witten;;
Apotheke am Rathausplatz ;Moltkestraße;4;45525;Hattingen ;;
Ahorn-Apotheke ;Bronckhorststraße;4;44319;Dortmund;;
Paracelsus Apotheke ;Im Ort;4;44575;Castrop-Rauxel;;
Rathaus Apotheke ;Badstraße;4;58095;Hagen;;
Alte Apotheke ;Neufchateaustraße;4;59077;Hamm;;
A & D Apotheken OHG Rats Apotheke;Rathausstraße;4;59494;Soest;;
Markt-Apotheke ;Karl-Wildschütz-Straße;4;58730;Fröndenberg /Ruhr;;
Von-Kleist-Apotheke  ;Bahnhofstraße;4;59065;Hamm;;
Hirsch Apotheke ;Steinerstraße;4;59457;Werl;;
Apotheke Am Nocken ;Am Nocken;4;58840;Plettenberg;;
St.Valentin Apotheke ;Obringhauser Straße;4;57392;Schmallenberg;;
Brunnen-Apotheke ;Europastraße;4;58675;Hemer;;
Neue Apotheke ;Postplatz;4;58239;Schwerte;;
Königsau Apotheke ;Königsau;4;59555;Lippstadt;;
Bußmanns Apotheke Kerkmannplatz  ;Gebrüder-Kerkmann-Platz;4;59229;Ahlen;;
Kurpark Apotheke ;Aspenstraße;4;59597;Erwitte;;
Brunnen Apotheke ;Katharinenplatz;4;59387;Ascheberg;;
Glocken  Apotheke ;Zeughausstraße;4;59872;Meschede;;
Hestert  Apotheke ;Hestertstraße;4;58135;Hagen;;
St.Engelbert-Apotheke ;Friedrichstraße;4;59929;Brilon;;
Schwanen Apotheke ;Schloß-Straße;4;59394;Nordkirchen;;
Apotheke i.Gesundheitszentrum Warendorf;Am Krankenhaus;4;48231;Warendorf;;
Prisma Apotheke ;Geschwister-Scholl-Straße;4;59192;Bergkamen;;
Bahnhof Apotheke ;Hindenburgstraße;4;57072;Siegen;;
AVIE Stern Apotheke Elberfeld;Turmhof;4;42103;Wuppertal;;
Hildburg-Apotheke ;Schmiedeweg;4;57578;Elkenroth;;
Hirsch Apotheke ;Mittelstraße;4;57537;Wissen;;
Apotheke Am Schlosspark ;Schloßstraße;4;57319;Bad Berleburg;;
Apotheke Am Grünewald ;Wehberger Straße;4;58507;Lüdenscheid;;
Aggertal Apotheke ;Bahnhofsplatz;4;51766;Engelskirchen;;
Stadt Apotheke ;Markt;4;57271;Hilchenbach;;
St.Laurentius Apotheke ;Auf der Niedecke;4;51570;Windeck;;
Servatius Apotheke Güls;Planstraße;4;56072;Koblenz;;
Apotheke Am Oberen Markt ;Oberer Markt;4;54497;Morbach;;
Apotheke am Bühl ;Bühler Weg;4;55543;Bad Kreuznach;;
Petrus-Apotheke ;Karenweg;4;54634;Bitburg;;
Ahorn Apotheke Buchholz;Lessingstraße;4;56154;Boppard;;
Sebastianus Apotheke ;Saarbrücker Straße;4;66687;Wadern;;
Linden Apotheke ;Bahnhofstraße;4;66679;Losheim am See;;
St.Michael Apotheke ;Berliner Straße;4;66839;Schmelz;;
Brunnen Apotheke OHG  ;Bernhard-Becker-Straße;4;54338;Schweich;;
Adler-Apotheke ;Leopoldstraße;4;54550;Daun;;
Rochus Apotheke ;Triererstraße;4;56826;Lutzerath;;
Gräfenbach Apotheke ;Arthur-Rauner-Straße;4;55595;Hargesheim;;
Cusanus Apotheke ;Cusanusstraße;4;54470;Bernkastel-Kues;;
Hubertus Apotheke ;Werner-Senger-Straße;4;65549;Limburg;;
Rathaus - Apotheke OHG  ;Waldhäuser Straße;4;35792;Löhnberg;;
Augustus Apotheke an der Uniklinik  ;Langenbeckstraße;4;55131;Mainz;;
Wolfsfeld Apotheke ;Dresdener Ring;4;65191;Wiesbaden;;
Malakoff Apotheke ;Rheinstraße;4;55116;Mainz;;
Medardus Apotheke ;Bachstraße;4;56170;Bendorf;;
Brunnen-Apotheke ;Raiffeisenstraße;4;57632;Flammersfeld;;
Simberg Apotheke ;Schulplatz;4;35584;Wetzlar;;
Dünsberg  Apotheke ;Schindwasen;4;35444;Biebertal;;
Ostend-Apotheke ;Hanauer Landstraße;4;60314;Frankfurt am Main;;
Aartal Apotheke ;Friedhofstraße;4;35745;Herborn;;
Die Thor Apotheke ;Rathausgasse;4;35260;Stadtallendorf;;
Apotheke im Lahn-Center ;Biegenstraße;4;35037;Marburg;;
Flora Apotheke ;Dörnigheimer Weg;4;63477;Maintal;;
Rathaus Apotheke ;Marktplatz;4;35708;Haiger;;
Lahnfels Apotheke ;Lindenstraße;4;35094;Lahntal;;
Apotheke in Dreihausen ;Dreihäuserstraße;4;35085;Ebsdorfergrund;;
Marien Apotheke Niederweidbach;Mittelstraße;4;35649;Bischoffen;;
Senckenberg-Apotheke ;Leipziger Straße;4;60487;Frankfurt am Main;;
Taunus-Apotheke ;Friedrich-Ebert-Straße;4;65824;Schwalbach am Taunus;;
Klosterberg Apotheke ;Frankfurter Straße;4;65779;Kelkheim (Taunus);;
Schwanen-Apotheke Am Schwarzbach;Alte Bleiche;4;65719;Hofheim am Taunus;;
Brentano Apotheke ;Radilostraße;4;60489;Frankfurt am Main;;
Primus-Apotheke Stadecken-Elsheim ;Bovoloner Allee;4;55271;Stadecken-Elsheim;;
Apotheke Herms ;Bahnhofstraße;4;64673;Zwingenberg;;
Hirsch Apotheke ;Wiesenweg;4;64720;Michelstadt;;
PlusPunkt Apotheke ;Hermesstraße;4;63263;Neu-Isenburg;;
Forum Apotheke im REWE Center;Kurt-Schumacher-Ring;4;63329;Egelsbach;;
Altrhein-Apotheke ;Oberstraße;4;64589;Stockstadt am Rhein;;
Odenwald Apotheke ;Gottlieb Daimler Straße;4;69502;Hemsbach;;
5K Triamedis-Apotheke;Steinbacher Hohl;4;60488;Frankfurt ;;
Kranich Apotheke ;Siemensstraße;4;64289;Darmstadt;;
Bären Apotheke ;Ortelsburger Straße;4;68307;Mannheim;;
Taubengarten-Apotheke ;Am Bocksborn;4;63571;Gelnhausen;;
Kronen Apotheke ;Aschaffenburger Straße;4;63073;Offenbach am Main;;
Brunnen Apotheke ;An der Promenade;4;97708;Bad Bocklet;;
Neue-Apotheke ;Schwabenröder Straße;4;36304;Alsfeld;;
Hubertus-Apotheke ;Berliner Straße;4;63654;Büdingen;;
Engel-Apotheke am Buttermarkt ;Karlstraße;4;36037;Fulda;;
Falken Apotheke ;Bahnhofstraße;4;97762;Hammelburg;;
Hof-Apotheke ;Bahnhofstraße;4;63654;Büdingen;;
Stadt - Apotheke ;Marktplatz;4;63500;Seligenstadt;;
Marien-Apotheke ;Rathausstraße;4;63579;Freigericht;;
Johannes Apotheke ;Kettelerstraße;4;63867;Johannesberg;;
Löwen  Apotheke ;Löhrstraße;4;63916;Amorbach;;
Sebastian  Apotheke ;Balduinistraße;4;63762;Großostheim;;
Schwanen Apotheke ;Rathausstraße;4;63911;Klingenberg a. Main;;
Mathilden-Apotheke ;Provinzialstraße;4;66787;Wadgassen;;
Kelten-Apotheke ;Am Keltenplatz;4;67688;Rodenbach;;
Apotheke im Globus-Handelshof ;Wolfsau;4;66130;Saarbrücken;;
Brunnen-Apotheke ;Antoniterstraße;4;55232;Alzey;;
Schloss Apotheke ;Oggersheimer Straße;4;67071;Ludwigshafen /Ruchheim ;;
Rosen-Apotheke ;Heinitzstraße;4;66583;Spiesen-Elversberg;;
Wendalinus Apotheke Jahnstraße ;Jahnstraße;4;66606;St. Wendel;;
St.Barbara Apotheke ;Wallenbornstraße;4;66571;Eppelborn;;
Pasadena Apotheke ;Grünstadter Straße;4;67067;Ludwigshafen am Rhein;;
Apotheke Am Hirtenberg ;Josefstraße;4;66557;Illingen;;
Markt Apotheke ;Am Markt;4;66280;Sulzbach;;
Apotheke an der Uni ;Universitaetsgebaeude;4;66424;Homburg;;
Auerhahn-Apotheke Durlach - Aue;Leußlerstraße;4;76227;Karlsruhe;;
Raphael Apotheke  ;Ruebsamenwuehl;4;67346;Speyer;;
Apotheke im Globus ;Hambrücker Landstraße;4;68753;Waghäusel;;
Reben Apotheke ;Im Stift;4;76889;Klingenmünster;;
Sommerwald Apotheke ;Am Sommerwald;4;66953;Pirmasens;;
Lukas Apotheke ;Bernsteinstraße;4;76189;Karlsruhe;;
Hof Apotheke ;C 1;4;68159;Mannheim;;
Engel Apotheke ;Landauer Straße;4;76877;Offenbach an der Queich;;
Ritter-Apotheke ;Speyerer Straße;4;67483;Edesheim;;
Charlotten Apotheke ;Ostendorfplatz;4;76199;Karlsruhe;;
Adler Apotheke ;Hauptstraße;4;66482;Zweibrücken;;
Hardt Apotheke ;Franz-Kafka-Straße;4;76149;Karlsruhe;;
Apotheke Am Schillerplatz ;Schillerplatz;4;67105;Schifferstadt;;
Apotheke Am Rathaus ;Rathausplatz;4;67454;Haßloch;;
Schiller Apotheke ;Vogesenstraße;4;68229;Mannheim;;
Sonnen Apotheke ;Messplatz;4;68782;Brühl;;
Bunsen Apotheke ;Soironstraße;4;68167;Mannheim;;
Kur Apotheke ;Auf der Heide;4;67705;Trippstadt;;
Löwen Apotheke ;Marktstraße;4;76887;Bad Bergzabern;;
Hirsch Apotheke ;Mannheimer Straße;4;68753;Waghäusel;;
Harfensteller Apotheke Wollhaus ;Am Wollhaus;4;74072;Heilbronn;;
Kur-Apotheke ;Heinsheimer Straße;4;74906;Bad Rappenau;;
Markt Apotheke ;Marktstraße;4;74182;Obersulm;;
Apotheke Frankenbach ;Speyerer Straße;4;74078;Heilbronn;;
Elztal Apotheke Frau Sabine Cardia e.K.;Kirchenstraße;4;74834;Elztal;;
Rats Apotheke ;Marktstraße;4;74336;Brackenheim;;
Caspari Apotheke ;Kirchstraße;4;69259;Wilhelmsfeld;;
Apotheke im E-Center ;Riedstraße;4;74354;Besigheim;;
Engel Apotheke ;Bismarckstraße;4;75031;Eppingen;;
Apotheke in den Brunnenwiesen ;In den Brunnenwiesen;4;69245;Bammental;;
Kur Apotheke Strümpelbrunn;Theodor-Leutwein-Straße;4;69429;Waldbrunn;;
Apotheke Rettigheim  ;Rotenberger Straße;4;69242;Mühlhausen;;
Auenwald  Apotheke ;Talstraße;4;71549;Auenwald;;
Brunnen Apotheke ;Seestraße;4;71404;Korb;;
Bahnhof Apotheke ;Königstraße;4;70173;Stuttgart;;
Mörike Apotheke ;Marienplatz;4;70178;Stuttgart;;
Enz Apotheke Enzweiingen;Vaihinger Straße;4;71665;Vaihingen an der Enz;;
Apotheke im Kaufland ;Talstraße;4;74321;Bietigheim-Bissingen;;
Hebel Apotheke Pächter: Jens Tonne e.K.;Simmlerstraße;4;75172;Pforzheim;;
Sonnen Apotheke ;Bahnhofstraße;4;71332;Waiblingen;;
Rathaus Apotheke ;Flachter Straße;4;71277;Rutesheim;;
Neue Apotheke ;Gotthilf-Bayh-Straße;4;70736;Fellbach;;
Apotheke Am Rathausplatz ;Rathausplatz;4;71254;Ditzingen;;
Central-Apotheke ;Vaihinger Straße;4;71701;Schwieberdingen;;
Moritz Apotheke  ;Museumstraße;4;75172;Pforzheim;;
Rosen Apotheke Herr Gunter Wagner ;Nürtinger Straße;4;72649;Wolfschlugen;;
Alb Apotheke ;Erpfingerstraße;4;72820;Sonnenbühl;;
Birken Apotheke ;Römersteinstraße;4;72766;Reutlingen;;
Rathaus Apotheke ;Uracher Straße;4;73240;Wendlingen am Neckar;;
Apotheke Am Markt ;Kirchheimerstraße;4;73240;Wendlingen am Neckar;;
Post Apotheke ;Schulstraße;4;73614;Schorndorf;;
Löwen-Apotheke ;Bahnhofstraße;4;73765;Neuhausen;;
Apotheke Lenningen ;Amtgasse;4;73252;Lenningen;;
Apotheke Im Schelmenholz ;Theodor-Heuss-Platz;4;71364;Winnenden;;
Löwen Apotheke ;Herrengasse;4;89610;Oberdischingen;;
Delphin Apotheke ;Marktplatz;4;89129;Langenau;;
St.Gallus Apotheke ;Bodnegger Straße;4;88287;Grünkraut;;
Apotheke A4 G&S Apotheken OHG;Augsburger Straße;4;89231;Neu-Ulm;;
Rupertus Apotheke ;Ulrichstraße;4;87724;Ottobeuren;;
St.Josefs Apotheke ;Mindelheimerstraße;4;87772;Pfaffenhausen;;
Waldhorn Apotheke ;Dornierstraße;4;88048;Friedrichshafen;;
Staufen Apotheke ;Martinstorplatz;4;88239;Wangen im Allgäu;;
Hummelsche Apotheke ;Hauptstraße;4;88171;Weiler-Simmerberg;;
Fugger Apotheke ;Stadtgasse;4;87727;Babenhausen;;
Ludwigs Apotheke ;Machnigstraße;4;87700;Memmingen;;
Apotheke im Ärzte Haus ;Ludwig Heilmeyer Straße;4;89312;Günzburg;;
APOTHEKE A4, G&S APOTHEKE OHG       Warenempfänger;Donaustraße;4;89231;Neu-Ulm;;
Kur Apotheke ;Friedhofstraße;4;88339;Bad Waldsee;;
Brunnen Apotheke Dr. Walter Taeschner;Gartenstraße;4;79639;Grenzach-Wyhlen;;
Dr.Hausersche Apotheke ;Adlerplatz;4;88605;Meßkirch;;
Stadt Apotheke ;Wangenstraße;4;72351;Geislingen;;
Salinen-Apotheke ;Bahnhofstraße;4;78073;Bad Dürrheim;;
Apotheke am Obertor OHG ;Friedhofstraße;4;88630;Pfullendorf;;
Schwarzwald Apotheke ;Freiburger Straße;4;79856;Hinterzarten;;
Apotheke Mühlheim ;Tuttlinger Straße;4;78570;Mühlheim an der Donau;;
Heuberg Apotheke ;Deilinger Straße;4;78564;Wehingen;;
St.Gallus-Apotheke ;Hochwaldstraße;4;78667;Villingendorf;;
Delta Apotheke ;Am Riettor;4;78048;Villingen-Schwenningen;;
St.Anna Apotheke ;Michael-Dießle-Straße;4;78567;Fridingen an der Donau;;
Apotheke  Am Marktplatz ;Marktplatz;4;76337;Waldbronn;;
Apotheke im Kaufland ;Am Mühlkanal;4;75172;Pforzheim;;
Easy Apotheke  ;Freiburger Straße;4;79312;Emmendingen ;;
Rats Apotheke ;Hauptstraße;4;79268;Bötzingen;;
Hubertus Apotheke ;Rotteckring;4;79098;Freiburg im Breisgau;;
die rhein apotheke Sandra Grießhaber e.K. ;Schlüsselstraße;4;79395;Neuenburg am Rhein;;
Annen  Apotheke ;Friedrichstraße;4;76476;Bischweier;;
Central Apotheke ;Kaiserstraße;4;76437;Rastatt;;
Apotheke am Zoellinplatz ;Zoellinplatz;4;79410;Badenweiler;;
Rosen Apotheke am Turm ;Turmstraße;4;72202;Nagold;;
ina Apotheke Stadt ;Am Lustnauer Tor;4;72074;Tübingen;;
Apotheke an der Friedrichsstraße ;Wöhrdstraße;4;72072;Tübingen;;
Mohren Apotheke ;Sigmaringer Straße;4;70567;Stuttgart;;
Rappen Apotheke ;Lauterbadstraße;4;72250;Freudenstadt;;
Apotheke im Kaufland ;Reutlinger Straße;4;72072;Tübingen;;
Kronen-Apotheke ;Kirchtorstraße;4;78727;Oberndorf am Neckar;;
St.Hubertus Apotheke ;St.-Hubertus-Straße;4;75181;Pforzheim;;
Quellen Apotheke ;Wilhelmstraße;4;75378;Bad Liebenzell;;
Sonnen Apotheke ;Pforzheimer Straße;4;71277;Rutesheim;;
Apotheke Vöhringen ;Dorfstraße;4;72189;Vöhringen;;
Lindenhof Apotheke ;Mörikeweg;4;78727;Oberndorf am Neckar;;
Apotheke zu den 3 Linden;Harthäuser Hauptstraße;4;70794;Filderstadt - Harthausen;;
Apotheke Am Marktplatz ;Marktplatz;4;71063;Sindelfingen;;
Apotheke Dr.Jäger  ;Gmünder Straße;4;73430;Aalen;;
Hubertus Apotheke ;Oberpleichfelderstraße;4;97241;Bergtheim;;
Stadt Apotheke ;Postplatz;4;73540;Heubach;;
Apotheke Blaufelden ;Hauptstraße;4;74572;Blaufelden;;
AVIE Apotheke Im Städtle ;Im Städtle;4;74541;Vellberg;;
Apotheke am Kornmarkt ;Kornmarkt;4;91438;Bad Windsheim;;
Markt-Apotheke ;Marktplatz;4;97996;Niederstetten;;
Hof Apotheke ;Hohenlohestraße;4;91583;Schillingsfürst;;
Luitpold Apotheke ;Rottendorfer Straße;4;97072;Würzburg;;
Greifen Apotheke ;Blaufeldener Straße;4;74575;Schrozberg;;
Apotheke vor den Toren ;Königsberger Straße;4;91550;Dinkelsbühl;;
Stadt Apotheke/Lager Warenanlieferung;Hauptstraße;4;91443;Scheinfeld;;
Apotheke Am Dürrbach ;St.-Josef-Straße;4;97080;Würzburg;;
Schloß-Apotheke ;Tauchenweiler Straße;4;73457;Essingen;;
St.Laurentius Apotheke ;Rathausplatz;4;97299;Zell a. Main;;
Goldbach-Apotheke ;Goldbachstraße;4;97999;Igersheim;;
Marien Apotheke ;Brandäcker;4;96110;Scheßlitz;;
Herz Apotheke im Kaufland ;Hauptbahnhofstraße;4;97424;Schweinfurt;;
Apotheke A 3;Im Gewerbepark;4;91093;Heßdorf;;
Vitale Apotheke LIFE.DE City Center  Herr Dr. Jürgen Auernhammer ;Mainau;4;96215;Lichtenfels;;
Bären Apotheke ;Kulmbacher Straße;4;96317;Kronach;;
Sonnen Apotheke ;Alexandrinenplatz;4;96465;Neustadt b. Coburg;;
Apotheke  An Den Gaden ;Schweinfurter Straße;4;97469;Gochsheim;;
Hubertus Apotheke ;Jägersbrunnen;4;97421;Schweinfurt;;
Schiller Apotheke ;Schillerplatz;4;90409;Nürnberg;;
Schloss Apotheke ;Hopfenleite;4;95349;Thurnau;;
Süd-West Apotheke ;Schlüsselbergerstraße;4;96049;Bamberg;;
Bären-Apotheke ;Stintzingstraße;4;91052;Erlangen;;
Bären Apotheke Sassanfahrt;Pfarrer-Berger-Straße;4;96114;Hirschaid;;
Jordan Apotheke Büchenbach ;Am Rudeltplatz;4;91056;Erlangen;;
St. Marien Apotheke  ;Lausitzer Straße;4;90453;Nürnberg;;
Apotheke St.Stephan OHG ;Bahnhofstraße;4;93449;Waldmünchen;;
Markt Apotheke ;Gleisnach;4;92283;Lauterhofen;;
Johannes Apotheke ;Eberhardstraße;4;93480;Hohenwarth;;
Stadt Apotheke ;Bayreutherstraße;4;95213;Münchberg;;
Kronen Apotheke ;Max-Reger-Straße;4;92637;Weiden i.d.OPf.;;
Regnitz Apotheke ;Inselweg;4;95194;Regnitzlosau;;
Burg Apotheke ;Marktplatz;4;93183;Kallmünz;;
Sonnen Apotheke ;Leimberger Straße;4;92637;Weiden i.d.OPf.;;
Kur Apotheke ;Marktplatz;4;95339;Wirsberg;;
Anker-Apotheke ;Dr.Pfleger Straße;4;92637;Weiden i.d.OPf.;;
Stadt Apotheke ;Weissenstädter Straße;4;95158;Kirchenlamitz;;
Vorstadt Apotheke ;Seeleite;4;95478;Kemnath;;
Apotheke Im Globus ;Pommernstraße;4;93073;Neutraubling;;
Staren Apotheke ;Finkenstraße;4;93309;Kelheim;;
St.Josefs Apotheke ;Marktplatz;4;94081;Fürstenzell;;
Engel-Apotheke ;Landshuterstraße;4;84095;Furth;;
St.Ulrich-Apotheke ;Marktplatz;4;94124;Büchlberg;;
St.Wolfgang Apotheke ;Altdorfer Straße;4;84030;Landshut;;
Stadt Apotheke ;Hauptstraße;4;94481;Grafenau;;
Sonnen Apotheke ;Walchstraße;4;94469;Deggendorf;;
Paulus Apotheke  ;Rathausstraße;4;94133;Röhrnbach;;
St.Jakobs Apotheke ;Jakobstraße;4;93047;Regensburg;;
St.Michael Apotheke ;Eichenhainstraße;4;94526;Metten;;
St.Gunther-Apotheke ;Hofmark;4;94269;Rinchnach;;
St. Gotthard Apotheke ;Pointweg;4;94259;Kirchberg i. Wald;;
Thermen  Apotheke ;Sonnenstraße;4;94072;Bad Füssing;;
Rosen  Apotheke ;Rottenburger Straße;4;84085;Langquaid;;
Sonnen Apotheke ;Simon-Breu-Straße;4;84359;Simbach a. Inn;;
Andreas Apotheke ;Prinz-Eugen-Straße;4;94034;Passau;;
Alpina Apotheke ;Miesbacher Straße;4;83703;Gmund a. Tegernsee;;
Bienen Apotheke Unterhaching ;Grimmerweg;4;82008;Unterhaching;;
Chiemsee Apotheke ;Hauptstraße;4;83339;Chieming;;
St.Zeno Apotheke ;St. Zeno Platz;4;84424;Isen;;
Linden-Apotheke ;Lindenstraße;4;83043;Bad Aibling;;
Johannes Apotheke ;Harter Straße;4;83533;Edling;;
Spitzweg Apotheke ;Heimbucherwinkel;4;83714;Miesbach;;
Löwen Apotheke ;Bahnhofstraße;4;83435;Bad Reichenhall;;
Salinen Apotheke ;Alte Saline;4;83435;Bad Reichenhall;;
Tilly Apotheke ;Neuöttinger Straße;4;84503;Altötting;;
Hochfelln Apotheke ;Dorfstraße;4;83346;Bergen;;
Apotheke Am Seefeld ;Am Seefeld;4;83358;Seebruck;;
St.Vitus-Apotheke ;Burghauser Straße;4;84558;Kirchweidach;;
Apotheke am Stadtcenter ;Brixstraße;4;83022;Rosenheim;;
Orlando-Apotheke ;Ledererstraße;4;80331;München;;
Cosima Apotheke ;Cosimastraße;4;81927;München;;
Domos Apotheke Suma e.K. Inh. Gitta Chucholowius;Margot-Kalinke-Straße;4;80939;München;;
Apotheke im West Erding Park ;Johann-Auer-Straße;4;85435;Erding;;
Minerva Apotheke ;Oberhofer Platz;4;80807;München;;
Stachus Apotheke ;Karlsplatz;4;80335;München;;
Stadt Apotheke ;Lange Zeile;4;85435;Erding;;
Hiltensperger Apotheke ;Josephsplatz;4;80798;München;;
Amper-Apotheke ;Geschwister-Scholl-Platz;4;82256;Fürstenfeldbruck;;
Hochgrat Apotheke ;Hugo-von-Königsegg-Straße;4;87534;Oberstaufen;;
Apotheke Im Färberhaus ;Hauptstraße;4;87538;Fischen i. Allgäu;;
Fuchstal Apotheke ;Von Freyberg-Straße;4;86925;Fuchstal;;
St.Benno Apotheke ;St.Martin Platz;4;86929;Penzing;;
Margarethen Apotheke ;Marktstraße;4;85084;Reichertshofen;;
Kapuziner Apotheke ;Kapuzinerstraße;4;85283;Wolnzach;;
Apotheke am Europakanal ;Kurt-Scherzer-Straße;4;90768;Fürth;;
Stern Apotheke ;Marktplatz;4;86663;Asbach-Bäumenheim;;
Schloss Apotheke ;Hauptstraße;4;85778;Haimhausen;;
Rats Apotheke im Zehenthof Im Zehenthof;Pfarrgasse;4;85049;Ingolstadt;;
Weltrichsche Apotheke ;Obere Hauptstraße;4;85456;Wartenberg;;
Bibert-Apotheke ;Bahnhofsplatz;4;90614;Ammerndorf;;
Spitalstadt Apotheke  Herr Martin Regensburger;Am Anger;4;85072;Eichstätt;;
Arbor Apotheke ;Riedenburger Straße;4;93155;Hemau;;
Richildis Apotheke ;Marktplatz;4;86558;Hohenwart;;
Löwen Apotheke ;Brettermarkt;4;86720;Nördlingen;;
Rathaus  Apotheke ;Rathausstraße;4;85126;Münchsmünster;;
Eho-Apotheke ;Bahnhofstraße;4;85386;Eching;;
Apotheke Am Dachsberg ;Am Dachsberg;4;85049;Ingolstadt;;
Hirschberg Apotheke ;Neumarkterstraße;4;92339;Beilngries;;
Stadt Apotheke ;Bahnhofstraße;4;85354;Freising;;
Blumenau Apotheke ;Terofalstraße;4;80689;München;;
Gesundbrunnen Apotheke ;Pasinger Bahnhofsplatz;4;81241;München;;
Apotheke Buttenwiesen ;Hauptstraße;4;86647;Buttenwiesen;;
Luther-King Apotheke ;Luther-King-Straße;4;86156;Augsburg;;
Garmischer Apotheke ;Ehrwalder Straße;4;81377;München;;
Apotheke Westliche Wälder ;Gewerbestraße;4;86420;Diedorf;;
Bienen Apotheke Laimer Platz Warenempfänger;Gotthardstraße;4;80686;München;;
Apotheke am Pasinger Markt  ;Bäckerstraße;4;81241;München ;;
Kurhaus Apotheke ;Klausenberg;4;86199;Augsburg;;
Central-Apotheke ;An der Wögerwiese;4;85757;Karlsfeld;;
Birken Apotheke  ;Hauptstraße;4;82216;Maisach ;;
Apotheke Am Marienplatz ;Marienplatz;4;19053;Schwerin;;
Ostsee-Apotheke ;Ernst-Thälmann-Straße;4;18069;Rostock;;
Kamp-Apotheke ;Am Kamp;4;18209;Bad Doberan;;
Fontane-Apotheke ;Seestraße;4;17429;Seebad Bansin;;
Linden-Apotheke ;Ernst-Thälmann-Platz;4;19249;Lübtheen;;
Greif Apotheke ;Markt;4;17389;Anklam;;
Rats-Apotheke ;Am Markt;4;17166;Teterow;;
Grüne-Apotheke am Sternberg ;Richard-Steinweg-Straße;4;17291;Prenzlau;;
Greifen Apotheke ;Bahnhofstraße;4;17358;Torgelow;;
Möwen-Apotheke ;Poststraße;4;18225;Kühlungsborn;;
Bodden Apotheke ;Blaue Wiese;4;18356;Barth;;
Apotheke am Brink ;Wismarsche Straße;4;18057;Rostock;;
Zentral Apotheke ;Dreescher Markt;4;19061;Schwerin;;
Fritz-Reuter-Apotheke ;Elbstraße;4;19303;Dömitz;;
Stadt-Apotheke ;Wolgaster Straße;4;17489;Greifswald , Hansestadt;;
Ring Apotheke ;Turnerweg;4;23966;Wismar;;
