Kirnbach Apotheke ;Hauptstraße 36;Hauptstraße36;1;Hauptstraße♥36;12;Hauptstraße;36;75223;Niefern-Öschelbronn;;
Hodrussche Apotheke ;Hindenburgstraße 36;Hindenburgstraße36;1;Hindenburgstraße♥36;17;Hindenburgstraße;36;88361;Altshausen;;
Marien Apotheke ;Maximilianstraße 36;Maximilianstraße36;1;Maximilianstraße♥36;17;Maximilianstraße;36;87719;Mindelheim;;
Rosgarten Apotheke Petershausen OHG ;Reichenau Straße 36;ReichenauStraße36;2;Reichenau Straße♥36;17;Reichenau Straße;36;78467;Konstanz;;
Sonnen Apotheke ;Radolfzeller Straße 36;RadolfzellerStraße36;2;Radolfzeller Straße♥36;20;Radolfzeller Straße;36;78476;Allensbach;;
Hölderlin Apotheke ;Herrenberger Straße 36;HerrenbergerStraße36;2;Herrenberger Straße♥36;20;Herrenberger Straße;36;72070;Tübingen;;
Breg Apotheke ;Bregstraße 36;Bregstraße36;1;Bregstraße♥36;11;Bregstraße;36;78120;Furtwangen im Schwarzwal;;
Apotheke  Neues Zentrum ;Liebenaustraße 36;Liebenaustraße36;1;Liebenaustraße♥36;15;Liebenaustraße;36;71111;Waldenbuch;;
Engel-Apotheke ;Heidenheimer Straße 36;HeidenheimerStraße36;2;Heidenheimer Straße♥36;20;Heidenheimer Straße;36;89537;Giengen an der Brenz;;
Apotheke am ZOB ;Bahnhofstraße 30 - 36;Bahnhofstraße30-36;3;Bahnhofstraße 30 -♥36;19;Bahnhofstraße 30 -;36;73430;Aalen;;
Engel Apotheke ;Marktplatz 36;Marktplatz36;1;Marktplatz♥36;11;Marktplatz;36;97070;Würzburg;;
Stadt Apotheke am Ansbacher Tor;Hauptstraße 36;Hauptstraße36;1;Hauptstraße♥36;12;Hauptstraße;36;91074;Herzogenaurach;;
Rats-Apotheke OHG  Dr.Claudia und Thomas Richter;Hauptstraße 36;Hauptstraße36;1;Hauptstraße♥36;12;Hauptstraße;36;97218;Gerbrunn;;
St. Urban Apotheke ;Hauptstraße 36;Hauptstraße36;1;Hauptstraße♥36;12;Hauptstraße;36;97980;Bad Mergentheim;;
Stenger Apotheke ;Schweinfurter Straße 36;SchweinfurterStraße36;2;Schweinfurter Straße♥36;21;Schweinfurter Straße;36;97469;Gochsheim;;
AVIE Mohren Apotheke Creidlitz;Creidlitzer Straße 36;CreidlitzerStraße36;2;Creidlitzer Straße♥36;19;Creidlitzer Straße;36;96450;Coburg;;
Neue Apotheke ;Bayreuther Straße 36;BayreutherStraße36;2;Bayreuther Straße♥36;18;Bayreuther Straße;36;91322;Gräfenberg;;
Burg Apotheke ;Breslauer Straße 36;BreslauerStraße36;2;Breslauer Straße♥36;17;Breslauer Straße;36;90559;Burgthann;;
Andreas-Apotheke ;Marktplatz 36;Marktplatz36;1;Marktplatz♥36;11;Marktplatz;36;84329;Wurmannsquick;;
Asam Apotheke ;Hauptstraße 36;Hauptstraße36;1;Hauptstraße♥36;12;Hauptstraße;36;93352;Rohr i. NB;;
Markt Apotheke ;Marktplatz 36;Marktplatz36;1;Marktplatz♥36;11;Marktplatz;36;94094;Rotthalmünster;;
Markt Apotheke ;Marktstraße 36;Marktstraße36;1;Marktstraße♥36;12;Marktstraße;36;83317;Teisendorf;;
Bahnhof Apotheke Rosenheim  ;Münchener Straße 36;MünchenerStraße36;2;Münchener Straße♥36;17;Münchener Straße;36;83022;Rosenheim;;
Sonnen Apotheke ;Marktlerstraße 36;Marktlerstraße36;1;Marktlerstraße♥36;15;Marktlerstraße;36;84489;Burghausen;;
Linden Apotheke ;Eichenstraße 36;Eichenstraße36;1;Eichenstraße♥36;13;Eichenstraße;36;82024;Taufkirchen;;
Rainfarn Apotheke ;Rainfarnstraße 36;Rainfarnstraße36;1;Rainfarnstraße♥36;15;Rainfarnstraße;36;80935;München;;
Alpen Apotheke ;Bahnhofstraße 36;Bahnhofstraße36;1;Bahnhofstraße♥36;14;Bahnhofstraße;36;87509;Immenstadt i. Allgäu;;
Bahnhof Apotheke ;Bahnhofstraße 36;Bahnhofstraße36;1;Bahnhofstraße♥36;14;Bahnhofstraße;36;82467;Garmisch-Partenkirchen;;
Bären Apotheke ;Aybühlweg 36;Aybühlweg36;1;Aybühlweg♥36;10;Aybühlweg;36;87435;Kempten (Allgäu);;
Anthemis Apotheke ;Münchener Straße 36;MünchenerStraße36;2;Münchener Straße♥36;17;Münchener Straße;36;91567;Herrieden;;
Markgrafen-Apotheke ;Kraftsteinstraße 36;Kraftsteinstraße36;1;Kraftsteinstraße♥36;17;Kraftsteinstraße;36;90556;Cadolzburg;;
Apotheke am Oberhauser Bahnhof ;Ulmer Straße 36;UlmerStraße36;2;Ulmer Straße♥36;13;Ulmer Straße;36;86154;Augsburg;;
Müritz-Apotheke ;Hohe Straße 36;HoheStraße36;2;Hohe Straße♥36;12;Hohe Straße;36;17207;Röbel /Müritz;;
Löwen-Apotheke ;Ernst-Thälmann-Straße 36;Ernst-Thälmann-Straße36;1;Ernst-Thälmann-Straße♥36;22;Ernst-Thälmann-Straße;36;16949;Putlitz;;
Stadt-Apotheke ;Wismarsche Straße 36;WismarscheStraße36;2;Wismarsche Straße♥36;18;Wismarsche Straße;36;23936;Grevesmühlen;;
AVIE Koala - Apotheke ;Weißenseer Weg 36;WeißenseerWeg36;2;Weißenseer Weg♥36;15;Weißenseer Weg;36;13055;Berlin;;
Linden - Apotheke ;Lindenstraße 36;Lindenstraße36;1;Lindenstraße♥36;13;Lindenstraße;36;10969;Berlin;;
Apotheke Zum Kreuz ;Drebkauer Hauptstraße 36;DrebkauerHauptstraße36;2;Drebkauer Hauptstraße♥36;22;Drebkauer Hauptstraße;36;03116;Drebkau;;
Bären-Apotheke ;Hohensteiner Straße 36;HohensteinerStraße36;2;Hohensteiner Straße♥36;20;Hohensteiner Straße;36;09366;Stollberg /Erzgeb.;;
Apotheke am Ostplatz ;Prager Straße 36;PragerStraße36;2;Prager Straße♥36;14;Prager Straße;36;04317;Leipzig;;
Helenen Apotheke ;Miltitzer Allee 36;MiltitzerAllee36;2;Miltitzer Allee♥36;16;Miltitzer Allee;36;04205;Leipzig;;
Sonnen Apotheke ;Koskauer Straße 36;KoskauerStraße36;2;Koskauer Straße♥36;16;Koskauer Straße;36;07922;Tanna;;
Herzog-Georg-Apotheke ;Herzog-Georg-Straße 36;Herzog-Georg-Straße36;1;Herzog-Georg-Straße♥36;20;Herzog-Georg-Straße;36;36448;Bad Liebenstein;;
Adler Apotheke ;R.-Breitscheid-Straße 36;R.-Breitscheid-Straße36;1;R.-Breitscheid-Straße♥36;22;R.-Breitscheid-Straße;36;39393;Völpke;;
Victoria-Apotheke ;Lindenplan 36;Lindenplan36;1;Lindenplan♥36;11;Lindenplan;36;39120;Magdeburg;;
Winckelmann Apotheke Inh. Dr. Arvid Thal e.K. ;Bismarcker Straße 36;BismarckerStraße36;2;Bismarcker Straße♥36;18;Bismarcker Straße;36;39606;Osterburg (Altmark);;
Raphael Apotheke am Brixplatz ;Reichsstraße 36;Reichsstraße36;1;Reichsstraße♥36;13;Reichsstraße;36;14052;Berlin;;
Apotheke Am Preuteplatz ;Bahnhofstraße 36-38;Bahnhofstraße36-38;1;Bahnhofstraße♥36-38;14;Bahnhofstraße;36-38;45879;Gelsenkirchen;;
Stern-Apotheke ;Juliusstraße 36-38;Juliusstraße36-38;1;Juliusstraße♥36-38;13;Juliusstraße;36-38;22769;Hamburg;;
Mammut-Apotheke ;Südstraße 36-38;Südstraße36-38;1;Südstraße♥36-38;10;Südstraße;36-38;59227;Ahlen;;
Petersbogen Apotheke ;Petersstraße 36-44;Petersstraße36-44;1;Petersstraße♥36-44;13;Petersstraße;36-44;04109;Leipzig;;
Anker Apotheke Poll;Siegburger Straße 360;SiegburgerStraße360;2;Siegburger Straße♥360;18;Siegburger Straße;360;51105;Köln;;
Kreuz Apotheke ;Hildesheimer Straße 360;HildesheimerStraße360;2;Hildesheimer Straße♥360;20;Hildesheimer Straße;360;30519;Hannover;;
Vital Apotheke im REWE Markt ;Eckernförder Straße 362;EckernförderStraße362;2;Eckernförder Straße♥362;20;Eckernförder Straße;362;24107;Kiel;;
Engel Apotheke Grieb e.K.  ;Hauptstraße 363;Hauptstraße363;1;Hauptstraße♥363;12;Hauptstraße;363;55743;Idar-Oberstein;;
Apotheke Am Marktplatz ;Ulmer Straße 363;UlmerStraße363;2;Ulmer Straße♥363;13;Ulmer Straße;363;70327;Stuttgart;;
Flora Apotheke ;Dorstener Straße 365;DorstenerStraße365;2;Dorstener Straße♥365;17;Dorstener Straße;365;44809;Bochum;;
Solitude Apotheke Weilimdorf;Pforzheimer Straße 365;PforzheimerStraße365;2;Pforzheimer Straße♥365;19;Pforzheimer Straße;365;70499;Stuttgart;;
Apotheke Neurath Höhenhaus;Berliner Straße 366;BerlinerStraße366;2;Berliner Straße♥366;16;Berliner Straße;366;51061;Köln;;
Märkische Apotheke Kladow ;Kladower Damm 366;KladowerDamm366;2;Kladower Damm♥366;14;Kladower Damm;366;14089;Berlin;;
Rauk Apotheke ;Friedrich-Ebert Straße 368;Friedrich-EbertStraße368;2;Friedrich-Ebert Straße♥368;23;Friedrich-Ebert Straße;368;58566;Kierspe;;
Elefanten Apotheke Dr. Karsten Flau e.K.;Merheimer Straße 369;MerheimerStraße369;2;Merheimer Straße♥369;17;Merheimer Straße;369;50739;Köln;;
Brunnen-Apotheke OHG ;Offenbacher Landstraße 369;OffenbacherLandstraße369;2;Offenbacher Landstraße♥369;23;Offenbacher Landstraße;369;60599;Frankfurt am Main;;
Eicklinger Apotheke ;Mühlenweg 36A;Mühlenweg36A;1;Mühlenweg♥36A;10;Mühlenweg;36A;29358;Eicklingen;;
Schwarzwald-Apotheke Simonswald ;Talstraße 36a;Talstraße36a;1;Talstraße♥36a;10;Talstraße;36a;79263;Simonswald;;
Bonmedica Apotheke ;Balthasar-Neumann-Straße 36d;Balthasar-Neumann-Straße36d;1;Balthasar-Neumann-Straße♥36d;25;Balthasar-Neumann-Straße;36d;91327;Gößweinstein;;
Apotheke am Bahnhof ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;27711;Osterholz-Scharmbeck;;
Rosen Apotheke ;Borghorster Straße 37;BorghorsterStraße37;2;Borghorster Straße♥37;19;Borghorster Straße;37;48282;Emsdetten;;
Hünenbrink-Apotheke ;Ravensberger Straße 37;RavensbergerStraße37;2;Ravensberger Straße♥37;20;Ravensberger Straße;37;32312;Lübbecke;;
Germania Apotheke ;Brinkstraße 37;Brinkstraße37;1;Brinkstraße♥37;12;Brinkstraße;37;49393;Lohne (Oldenburg);;
Kleeblatt Apotheke Real ;Emscher Straße 37;EmscherStraße37;2;Emscher Straße♥37;15;Emscher Straße;37;45891;Gelsenkirchen ;;
Fortuna Apotheke ;Valentinstraße 37;Valentinstraße37;1;Valentinstraße♥37;15;Valentinstraße;37;45896;Gelsenkirchen;;
Rosen Apotheke ;Marktallee 37;Marktallee37;1;Marktallee♥37;11;Marktallee;37;48165;Münster;;
Liebfrauen Apotheke ;Castroper Straße 37;CastroperStraße37;2;Castroper Straße♥37;17;Castroper Straße;37;45665;Recklinghausen;;
Ludgeri Apotheke am Erbdrostenhof Erbdrostenhof;Salzstraße 37;Salzstraße37;1;Salzstraße♥37;11;Salzstraße;37;48143;Münster;;
Adler Apotheke am Krankenhaus MJD ;Lindenstraße 37;Lindenstraße37;1;Lindenstraße♥37;13;Lindenstraße;37;48268;Greven ;;
Dr. Grautes Wildpferd Apotheke -;Münsterstraße 37;Münsterstraße37;1;Münsterstraße♥37;14;Münsterstraße;37;48239;Dülmen;;
Mühlenhof Apotheke ;Mummstraße 37;Mummstraße37;1;Mummstraße♥37;11;Mummstraße;37;42651;Solingen;;
St. Marien-Apotheke ;Mülheimer Straße 37;MülheimerStraße37;2;Mülheimer Straße♥37;17;Mülheimer Straße;37;40878;Ratingen;;
Bergische Apotheke im Kaufland ;Stresemannstraße 37;Stresemannstraße37;1;Stresemannstraße♥37;17;Stresemannstraße;37;42719;Solingen;;
Zollturm-Apotheke Porz Zündorf;Schmittgasse 37;Schmittgasse37;1;Schmittgasse♥37;13;Schmittgasse;37;51143;Köln;;
Apotheke  Auf der Heide ;Auf der Heide 37;AufderHeide37;3;Auf der Heide♥37;14;Auf der Heide;37;52223;Stolberg (Rhld.);;
Rurtal Apotheke ;Hengebachstraße 37;Hengebachstraße37;1;Hengebachstraße♥37;16;Hengebachstraße;37;52396;Heimbach;;
Schopp´s Apotheke im Kaufland ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;52477;Alsdorf;;
Schloss Apotheke ;Lindenstraße 37;Lindenstraße37;1;Lindenstraße♥37;13;Lindenstraße;37;50181;Bedburg;;
Leukensche Apotheke ;Hochstraße 37;Hochstraße37;1;Hochstraße♥37;11;Hochstraße;37;41749;Viersen;;
Adler Apotheke ;Schmiedestraße 37;Schmiedestraße37;1;Schmiedestraße♥37;15;Schmiedestraße;37;24376;Kappeln;;
Adler Apotheke ;Jungfernstieg 37;Jungfernstieg37;1;Jungfernstieg♥37;14;Jungfernstieg;37;24116;Kiel;;
Pinguin Apotheke ;Mühlenstraße 37;Mühlenstraße37;1;Mühlenstraße♥37;13;Mühlenstraße;37;23552;Lübeck;;
Pelikan Apotheke ;Großneumarkt 37;Großneumarkt37;1;Großneumarkt♥37;13;Großneumarkt;37;20459;Hamburg;;
Vita Apotheke ;Heußweg 37;Heußweg37;1;Heußweg♥37;8;Heußweg;37;20255;Hamburg;;
Schäfer-Apotheke Harburg;Harburger Rathausstraße 37;HarburgerRathausstraße37;2;Harburger Rathausstraße♥37;24;Harburger Rathausstraße;37;21073;Hamburg;;
Vering Apotheke ;Veringstraße 37;Veringstraße37;1;Veringstraße♥37;13;Veringstraße;37;21107;Hamburg;;
Apotheke St. Georg ;Bahnhofsallee 37;Bahnhofsallee37;1;Bahnhofsallee♥37;14;Bahnhofsallee;37;23909;Ratzeburg;;
Löwen Apotheke ;Hökerstraße 37;Hökerstraße37;1;Hökerstraße♥37;12;Hökerstraße;37;21682;Stade;;
Hanse-Apotheke ;Bleckeder Landstraße 37;BleckederLandstraße37;2;Bleckeder Landstraße♥37;21;Bleckeder Landstraße;37;21337;Lüneburg;;
Bahnhof Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;28195;Bremen;;
Meerbach - Apotheke ;Ziegelkampstraße 37;Ziegelkampstraße37;1;Ziegelkampstraße♥37;17;Ziegelkampstraße;37;31582;Nienburg (Weser);;
Geest Apotheke ;Drohmweg 37;Drohmweg37;1;Drohmweg♥37;9;Drohmweg;37;28844;Weyhe;;
Apotheke im Q37 ;Wehlstraße 37;Wehlstraße37;1;Wehlstraße♥37;11;Wehlstraße;37;29221;Celle;;
Niedersachsen Apotheke ;Helenenstraße 37;Helenenstraße37;1;Helenenstraße♥37;14;Helenenstraße;37;30519;Hannover;;
Storch Apotheke ;Lister Meile 37;ListerMeile37;2;Lister Meile♥37;13;Lister Meile;37;30161;Hannover;;
Pluspunkt Apotheke ;Niedernstraße 37;Niedernstraße37;1;Niedernstraße♥37;14;Niedernstraße;37;33602;Bielefeld ;;
Apotheke im Kaufland ;Riemekestraße 37;Riemekestraße37;1;Riemekestraße♥37;14;Riemekestraße;37;33102;Paderborn;;
Dr. Läer's Sonnen Apotheke ;Almsstraße 37;Almsstraße37;1;Almsstraße♥37;11;Almsstraße;37;31134;Hildesheim;;
Bonifatius Apotheke ;Ringstraße 37;Ringstraße37;1;Ringstraße♥37;11;Ringstraße;37;37281;Wanfried;;
Rosenhof-Apotheke ;Am Neuen Ufer 37;AmNeuenUfer37;3;Am Neuen Ufer♥37;14;Am Neuen Ufer;37;99974;Mühlhausen /Thüringen;;
Stadt-Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;99706;Sondershausen;;
Dünwald Apotheke ;Mühlhäuser Straße 37;MühlhäuserStraße37;2;Mühlhäuser Straße♥37;18;Mühlhäuser Straße;37;99976;Hüpstedt;;
Franziskus Apotheke ;Birkunger Straße 37;BirkungerStraße37;2;Birkunger Straße♥37;17;Birkunger Straße;37;37327;Leinefelde;;
Rosen Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;45549;Sprockhövel;;
Markt-Apotheke ;Mittelstraße 37;Mittelstraße37;1;Mittelstraße♥37;13;Mittelstraße;37;58285;Gevelsberg;;
"Apotheke In Wildbergerhütte"" """;Siegener Straße 37;SiegenerStraße37;2;Siegener Straße♥37;16;Siegener Straße;37;51580;Reichshof;;
Hirsch Apotheke ;Trierer Straße 37;TriererStraße37;2;Trierer Straße♥37;15;Trierer Straße;37;54411;Hermeskeil;;
Regenbogen  Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;56068;Koblenz;;
Marien Apotheke ;Salmstraße 37;Salmstraße37;1;Salmstraße♥37;11;Salmstraße;37;54528;Salmtal;;
Medardus Apotheke ;Bachstraße 37;Bachstraße37;1;Bachstraße♥37;11;Bachstraße;37;54346;Mehring;;
Marien-Apotheke ;Hellenstraße 37;Hellenstraße37;1;Hellenstraße♥37;13;Hellenstraße;37;56179;Vallendar;;
Apotheke Am Markt ;Rheinstraße 37;Rheinstraße37;1;Rheinstraße♥37;12;Rheinstraße;37;56242;Selters (Westerwald);;
Privilegierte-Apotheke ;Wilhelmstraße 37;Wilhelmstraße37;1;Wilhelmstraße♥37;14;Wilhelmstraße;37;57610;Altenkirchen;;
Carolus Apotheke Helga Drews ;Bleichstraße 37;Bleichstraße37;1;Bleichstraße♥37;13;Bleichstraße;37;65183;Wiesbaden;;
Siebenmühlental Apotheke ;Wetzlarer Straße 37;WetzlarerStraße37;2;Wetzlarer Straße♥37;17;Wetzlarer Straße;37;35580;Wetzlar;;
Bären-Apotheke ;Tizianplatz 37;Tizianplatz37;1;Tizianplatz♥37;12;Tizianplatz;37;64546;Mörfelden-Walldorf;;
West Apotheke ;Schwanheimer Straße 37;SchwanheimerStraße37;2;Schwanheimer Straße♥37;20;Schwanheimer Straße;37;64625;Bensheim;;
Konrad-Apotheke ;Rodauer Straße 37;RodauerStraße37;2;Rodauer Straße♥37;15;Rodauer Straße;37;64665;Alsbach-Hähnlein;;
Fichte-Apotheke ;Frankfurter Straße 37;FrankfurterStraße37;2;Frankfurter Straße♥37;19;Frankfurter Straße;37;63303;Dreieich;;
Laurentius-Apotheke Niedermittlau;Hanauer Landstraße 37;HanauerLandstraße37;2;Hanauer Landstraße♥37;19;Hanauer Landstraße;37;63594;Hasselroth;;
Apotheke Freiensteinau ;Steinauer Straße 37;SteinauerStraße37;2;Steinauer Straße♥37;17;Steinauer Straße;37;36399;Freiensteinau;;
Apotheke In Grebenhain ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;36355;Grebenhain;;
Stadt Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;66111;Saarbrücken;;
Burg Apotheke ;Weinstraße 37;Weinstraße37;1;Weinstraße♥37;11;Weinstraße;37;67157;Wachenheim;;
Paulus Apotheke ;Petersstraße 37;Petersstraße37;1;Petersstraße♥37;13;Petersstraße;37;67547;Worms;;
Saar Apotheke ;St. Johanner Straße 37;St.JohannerStraße37;3;St. Johanner Straße♥37;20;St. Johanner Straße;37;66111;Saarbrücken;;
Rats Apotheke ;Kaiserstraße 37;Kaiserstraße37;1;Kaiserstraße♥37;13;Kaiserstraße;37;66386;St. Ingbert;;
Paulus-Apotheke ;Rheinstraße 37;Rheinstraße37;1;Rheinstraße♥37;12;Rheinstraße;37;66113;Saarbrücken;;
Römer-Apotheke ;Einöder Straße 37;EinöderStraße37;2;Einöder Straße♥37;15;Einöder Straße;37;66424;Homburg;;
Trifels Apotheke im Wasgau Center;Landauer Straße 37;LandauerStraße37;2;Landauer Straße♥37;16;Landauer Straße;37;76855;Annweiler am Trifels;;
St.Lambertus-Apotheke ;Rochusstraße 37;Rochusstraße37;1;Rochusstraße♥37;13;Rochusstraße;37;76669;Bad Schönborn;;
Apotheke am Markt ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;67714;Waldfischbach-Burgalben;;
Bahnhof Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;66953;Pirmasens;;
Hirsch Apotheke ;König-Wilhelm-Straße 37;König-Wilhelm-Straße37;1;König-Wilhelm-Straße♥37;21;König-Wilhelm-Straße;37;74360;Ilsfeld;;
Engel Apotheke ;Marktstraße 37;Marktstraße37;1;Marktstraße♥37;12;Marktstraße;37;74172;Neckarsulm;;
Einhorn Apotheke ;Bruchsaler-Straße 37;Bruchsaler-Straße37;1;Bruchsaler-Straße♥37;18;Bruchsaler-Straße;37;75053;Gondelsheim;;
Paracelsus  Apotheke ;Wiesenbacherstraße 37;Wiesenbacherstraße37;1;Wiesenbacherstraße♥37;19;Wiesenbacherstraße;37;69151;Neckargemünd;;
Johannes Apotheke ;Johannes Straße 37;JohannesStraße37;2;Johannes Straße♥37;16;Johannes Straße;37;70806;Kornwestheim;;
Trauben Apotheke Zuffenhausen;Unterländer Straße 37;UnterländerStraße37;2;Unterländer Straße♥37;19;Unterländer Straße;37;70435;Stuttgart;;
Mohren Apotheke ;Münsterplatz 37;Münsterplatz37;1;Münsterplatz♥37;13;Münsterplatz;37;89073;Ulm;;
Apotheke in Steinheim ;Heimertinger Straße 37;HeimertingerStraße37;2;Heimertinger Straße♥37;20;Heimertinger Straße;37;87700;Memmingen;;
Klettgau Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;79787;Lauchringen;;
Pflummern Apotheke ;Münsterstraße 37;Münsterstraße37;1;Münsterstraße♥37;14;Münsterstraße;37;88662;Überlingen;;
Apotheke im Arlinger ;Arlingerstraße 37;Arlingerstraße37;1;Arlingerstraße♥37;15;Arlingerstraße;37;75179;Pforzheim;;
Kreuz Apotheke ;Lange Straße 37;LangeStraße37;2;Lange Straße♥37;13;Lange Straße;37;76530;Baden-Baden;;
Stadt-Apotheke ;Lange Straße 37;LangeStraße37;2;Lange Straße♥37;13;Lange Straße;37;79183;Waldkirch;;
Mörike Apotheke ;Uhlbergstraße 37;Uhlbergstraße37;1;Uhlbergstraße♥37;14;Uhlbergstraße;37;70794;Filderstadt;;
Franz Josef Gall Apotheke ;Franz Josef Gall Straße 37;FranzJosefGallStraße37;4;Franz Josef Gall Straße♥37;24;Franz Josef Gall Straße;37;75233;Tiefenbronn;;
Adler Apotheke ;Lange Straße 37;LangeStraße37;2;Lange Straße♥37;13;Lange Straße;37;89542;Herbrechtingen;;
Stadt Apotheke ;Kurpfalzstraße 37;Kurpfalzstraße37;1;Kurpfalzstraße♥37;15;Kurpfalzstraße;37;97944;Boxberg;;
Betzsche Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;74423;Obersontheim;;
Stadt-Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;91301;Forchheim;;
St. Jakobus  Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;97520;Röthlein;;
Fleming-Apotheke ;Gibitzenhofstraße 37;Gibitzenhofstraße37;1;Gibitzenhofstraße♥37;18;Gibitzenhofstraße;37;90443;Nürnberg;;
Löwen Apotheke ;Stadtplatz 37;Stadtplatz37;1;Stadtplatz♥37;11;Stadtplatz;37;84137;Vilsbiburg;;
Blumen Apotheke im Rennbahn-Center ;Simon-Breu-Straße 37;Simon-Breu-Straße37;1;Simon-Breu-Straße♥37;18;Simon-Breu-Straße;37;84359;Simbach;;
Gleissental Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;82041;Deisenhofen;;
Asam Apotheke Hr. Yialas Erdem;Sendlinger Straße 37;SendlingerStraße37;2;Sendlinger Straße♥37;18;Sendlinger Straße;37;80331;München;;
Spitzweck Apotheke ;Münchener Straße 37;MünchenerStraße37;2;Münchener Straße♥37;17;Münchener Straße;37;85748;Garching b. München;;
Alte Apotheke ;Fuggerstraße 37;Fuggerstraße37;1;Fuggerstraße♥37;13;Fuggerstraße;37;86830;Schwabmünchen;;
St.Martin Apotheke ;Münchnerstraße 37;Münchnerstraße37;1;Münchnerstraße♥37;15;Münchnerstraße;37;82069;Hohenschäftlarn;;
Engel Apotheke ;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;82152;Planegg;;
Löwen Apotheke ;Würmstraße 37;Würmstraße37;1;Würmstraße♥37;11;Würmstraße;37;82166;Gräfelfing;;
Altstadt Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;92339;Beilngries;;
Mangold-Apotheke ;Reichsstraße 37;Reichsstraße37;1;Reichsstraße♥37;13;Reichsstraße;37;86609;Donauwörth;;
Asam Apotheke ;Asamstraße 37;Asamstraße37;1;Asamstraße♥37;11;Asamstraße;37;85053;Ingolstadt;;
Altstadt Apotheke ;Marktplatz 37;Marktplatz37;1;Marktplatz♥37;11;Marktplatz;37;91710;Gunzenhausen;;
Stadt Apotheke ;Hauptstraße 37;Hauptstraße37;1;Hauptstraße♥37;12;Hauptstraße;37;91732;Merkendorf;;
Apotheke Offering Hendrik Krünägel;Hansestraße 37;Hansestraße37;1;Hansestraße♥37;12;Hansestraße;37;18182;Bentwisch;;
Rats-Apotheke ;Langestraße 37;Langestraße37;1;Langestraße♥37;12;Langestraße;37;18246;Bützow;;
Recknitztal Apotheke ;Breesener Straße 37;BreesenerStraße37;2;Breesener Straße♥37;17;Breesener Straße;37;18299;Laage;;
Sanitas Apotheke Inh. Heike Klein;Burgholzstraße 37;Burgholzstraße37;1;Burgholzstraße♥37;15;Burgholzstraße;37;17034;Neubrandenburg;;
Anker Apotheke ;Dankwartstraße 37;Dankwartstraße37;1;Dankwartstraße♥37;15;Dankwartstraße;37;23966;Wismar;;
Simson-Apotheke ;Mönchstraße 37;Mönchstraße37;1;Mönchstraße♥37;12;Mönchstraße;37;18439;Stralsund;;
Wald-Apotheke Glöwen;Bahnhofstraße 37;Bahnhofstraße37;1;Bahnhofstraße♥37;14;Bahnhofstraße;37;19339;Plattenburg;;
Palmen - Apotheke ;Schlesische Straße 37;SchlesischeStraße37;2;Schlesische Straße♥37;19;Schlesische Straße;37;10997;Berlin;;
Marksburg - Apotheke ;Marksburgstraße 37;Marksburgstraße37;1;Marksburgstraße♥37;16;Marksburgstraße;37;10318;Berlin;;
Rats- u.Stadt-Apotheke ;Alte Brücke 37;AlteBrücke37;2;Alte Brücke♥37;12;Alte Brücke;37;39261;Zerbst /Anhalt;;
Paracelsus-Apotheke ;Zuschka 37;Zuschka37;1;Zuschka♥37;8;Zuschka;37;03044;Cottbus;;
Sertürner - Apotheke Lankwitz;Wedellstraße 37;Wedellstraße37;1;Wedellstraße♥37;13;Wedellstraße;37;12249;Berlin;;
Sylter - Apotheke Wilmersdorf;Berliner Straße 37;BerlinerStraße37;2;Berliner Straße♥37;16;Berliner Straße;37;10715;Berlin;;
Fontane-Apotheke Niederoderwitz;StraßeDer Republik 37;StraßeDerRepublik37;2;StraßeDer Republik♥37;19;StraßeDer Republik;37;02791;Oderwitz;;
